Date,UNIX,Crude Oil,Ethereum,EURO,Gold,Yeng,Platinum,Silver,^DJI,BITCOIN,new_cases,new_deaths
"['2018', '09', '14']",1536897600.0,68.98999786376953,,,1195.0,0.008927499875426292,797.4000244140625,14.041999816894531,26154.669921875,6543.2001953125,0.0,0.0
"['2018', '09', '16']",1537070400.0,,197.87501525878906,1.1628988981246948,,,794.5,,,6281.2001953125,0.0,0.0
"['2018', '09', '17']",1537156800.0,68.91000366210938,209.97500610351562,1.1669156551361084,1199.699951171875,0.008933999575674534,799.7000122070312,14.121999740600586,26062.119140625,6371.2998046875,0.0,0.0
"['2018', '09', '18']",1537243200.0,69.8499984741211,209.96900939941406,1.167992353439331,1196.800048828125,0.008916500024497509,813.7000122070312,14.083999633789062,26246.9609375,6398.5400390625,0.0,0.0
"['2018', '09', '19']",1537329600.0,71.12000274658203,224.59100341796875,1.167460560798645,1202.199951171875,0.008925000205636024,820.7000122070312,14.189000129699707,26405.759765625,6519.669921875,0.0,0.0
"['2018', '09', '20']",1537416000.0,70.80000305175781,246.583984375,1.1775927543640137,1206.199951171875,0.008906500414013863,833.0999755859375,14.21500015258789,26656.98046875,6734.9501953125,0.0,0.0
"['2018', '09', '21']",1537502400.0,70.77999877929688,,,1196.199951171875,0.008899999782443047,828.5,14.269000053405762,26743.5,6721.97998046875,0.0,0.0
"['2018', '09', '23']",1537675200.0,,228.73001098632812,1.1751019954681396,,,825.7999877929688,,,6595.41015625,0.0,0.0
"['2018', '09', '24']",1537761600.0,72.08000183105469,218.50498962402344,1.175295352935791,1199.300048828125,0.008886000141501427,828.2000122070312,14.25100040435791,26562.05078125,6446.47021484375,0.0,0.0
"['2018', '09', '25']",1537848000.0,72.27999877929688,215.8470001220703,1.1763184070587158,1200.0,0.008867999538779259,821.7999877929688,14.39799976348877,26492.2109375,6495.0,0.0,0.0
"['2018', '09', '26']",1537934400.0,71.56999969482422,228.49398803710938,1.1748534440994263,1194.0,0.008875500410795212,824.5,14.305000305175781,26385.279296875,6676.75,0.0,0.0
"['2018', '09', '27']",1538020800.0,72.12000274658203,222.40199279785156,1.1637378931045532,1182.300048828125,0.008826499804854393,810.2999877929688,14.201000213623047,26439.9296875,6644.1298828125,0.0,0.0
"['2018', '09', '28']",1538107200.0,73.25,,,1191.5,0.008813999593257904,818.7000122070312,14.623000144958496,26458.310546875,6601.9599609375,0.0,0.0
"['2018', '09', '30']",1538280000.0,,230.76800537109375,1.1605371236801147,,,818.7999877929688,,,6589.6201171875,0.0,0.0
"['2018', '10', '01']",1538366400.0,75.30000305175781,227.18099975585938,1.157755732536316,1187.0999755859375,0.00878200028091669,824.0,14.42199993133545,26651.2109375,6556.10009765625,0.0,0.0
"['2018', '10', '02']",1538452800.0,75.2300033569336,220.48899841308594,1.1551746129989624,1202.4000244140625,0.008803999982774258,830.0999755859375,14.609999656677246,26773.939453125,6502.58984375,0.0,0.0
"['2018', '10', '03']",1538539200.0,76.41000366210938,222.21800231933594,1.147631287574768,1198.300048828125,0.00875299982726574,832.2000122070312,14.59000015258789,26828.390625,6576.68994140625,0.0,0.0
"['2018', '10', '04']",1538625600.0,74.33000183105469,227.6009979248047,1.1518083810806274,1197.199951171875,0.008786000311374664,821.0,14.510000228881836,26627.48046875,6622.47998046875,0.0,0.0
"['2018', '10', '05']",1538712000.0,74.33999633789062,,,1201.199951171875,0.00879599992185831,821.0999755859375,14.569000244140625,26447.05078125,6588.31005859375,0.0,0.0
"['2018', '10', '07']",1538884800.0,,229.2550048828125,1.1522595882415771,,,825.0,,,6652.22998046875,0.0,0.0
"['2018', '10', '08']",1538971200.0,74.29000091552734,227.98199462890625,1.1494120359420776,1184.4000244140625,0.00885349977761507,814.0999755859375,14.258999824523926,26486.779296875,6642.64013671875,0.0,0.0
"['2018', '10', '09']",1539057600.0,74.95999908447266,225.76901245117188,1.1506949663162231,1187.199951171875,0.008849999867379665,825.5999755859375,14.329000473022461,26430.5703125,6585.52978515625,0.0,0.0
"['2018', '10', '10']",1539144000.0,73.16999816894531,189.49900817871094,1.1533360481262207,1189.300048828125,0.008884499780833721,824.0999755859375,14.255000114440918,25598.740234375,6256.240234375,0.0,0.0
"['2018', '10', '11']",1539230400.0,70.97000122070312,196.7270050048828,1.1590440273284912,1223.5,0.008933999575674534,842.7999877929688,14.53499984741211,25052.830078125,6274.580078125,0.0,0.0
"['2018', '10', '12']",1539316800.0,71.33999633789062,,,1218.0999755859375,0.008929500356316566,836.2000122070312,14.564000129699707,25339.990234375,6285.990234375,0.0,0.0
"['2018', '10', '14']",1539489600.0,,209.70399475097656,1.1551345586776733,,,843.2000122070312,,,6596.5400390625,0.0,0.0
"['2018', '10', '15']",1539576000.0,71.77999877929688,210.12001037597656,1.1583458185195923,1226.4000244140625,0.00895250029861927,842.5,14.656000137329102,25250.55078125,6596.10986328125,0.0,0.0
"['2018', '10', '16']",1539662400.0,71.91999816894531,207.0830078125,1.1575279235839844,1227.300048828125,0.008936500176787376,843.0999755859375,14.630000114440918,25798.419921875,6544.43017578125,0.0,0.0
"['2018', '10', '17']",1539748800.0,69.75,203.3520050048828,1.1500862836837769,1223.699951171875,0.00891099963337183,836.9000244140625,14.592000007629395,25706.6796875,6476.7099609375,0.0,0.0
"['2018', '10', '18']",1539835200.0,68.6500015258789,203.7270050048828,1.1460003852844238,1226.5,0.008933000266551971,827.7999877929688,14.532999992370605,25379.44921875,6465.41015625,0.0,0.0
"['2018', '10', '19']",1539921600.0,69.12000274658203,,,1225.300048828125,0.008900499902665615,832.2999877929688,14.579000473022461,25444.33984375,6489.18994140625,0.0,0.0
"['2018', '10', '21']",1540094400.0,,204.0439910888672,1.1509466171264648,,,833.9000244140625,,,6487.16015625,0.0,0.0
"['2018', '10', '22']",1540180800.0,69.16999816894531,204.33599853515625,1.1467890739440918,1221.199951171875,0.008882000111043453,819.0,14.522000312805176,25317.41015625,6475.740234375,0.0,0.0
"['2018', '10', '23']",1540267200.0,66.43000030517578,203.8520050048828,1.147315263748169,1233.4000244140625,0.008908499963581562,832.4000244140625,14.727999687194824,25191.4296875,6495.83984375,0.0,0.0
"['2018', '10', '24']",1540353600.0,66.81999969482422,202.718994140625,1.1399258375167847,1227.800048828125,0.00891099963337183,828.7000122070312,14.611000061035156,24583.419921875,6476.2900390625,0.0,0.0
"['2018', '10', '25']",1540440000.0,67.33000183105469,203.32899475097656,1.1377859115600586,1229.0999755859375,0.008895499631762505,828.7000122070312,14.5649995803833,24984.55078125,6474.75,0.0,0.0
"['2018', '10', '26']",1540526400.0,67.58999633789062,,,1232.5,0.008955500088632107,829.5,14.635000228881836,24688.310546875,6480.3798828125,0.0,0.0
"['2018', '10', '29']",1540785600.0,67.04000091552734,197.2469940185547,1.1398738622665405,1224.5,0.008913500234484673,832.0,14.376999855041504,24442.919921875,6332.6298828125,0.0,0.0
"['2018', '10', '30']",1540872000.0,66.18000030517578,197.55599975585938,1.137617588043213,1222.5999755859375,0.00886549986898899,834.5999755859375,14.402999877929688,24874.640625,6334.27001953125,0.0,0.0
"['2018', '10', '31']",1540958400.0,65.30999755859375,197.38101196289062,1.1346358060836792,1212.300048828125,0.008857999928295612,839.4000244140625,14.229000091552734,25115.759765625,6317.60986328125,0.0,0.0
"['2018', '11', '01']",1541044800.0,63.689998626708984,198.8719940185547,1.1316697597503662,1236.0,0.008882000111043453,858.2999877929688,14.729000091552734,25380.740234375,6377.77978515625,0.0,0.0
"['2018', '11', '02']",1541131200.0,63.13999938964844,200.63499450683594,1.1403288841247559,1230.9000244140625,0.008836999535560608,871.9000244140625,14.706999778747559,25270.830078125,6388.43994140625,0.0,0.0
"['2018', '11', '04']",1541304000.0,,,,,,873.2999877929688,,,6376.1298828125,0.0,0.0
"['2018', '11', '05']",1541394000.0,63.099998474121094,209.09100341796875,1.1397570371627808,1229.800048828125,0.008840999566018581,865.0,14.604000091552734,25461.69921875,6419.66015625,0.0,0.0
"['2018', '11', '06']",1541480400.0,62.209999084472656,218.45199584960938,1.141291856765747,1223.800048828125,0.008825999684631824,867.7000122070312,14.458000183105469,25635.009765625,6461.009765625,0.0,0.0
"['2018', '11', '07']",1541566800.0,61.66999816894531,217.18301391601562,1.1438506841659546,1226.199951171875,0.00882949959486723,875.0999755859375,14.527999877929688,26180.30078125,6530.14013671875,0.0,0.0
"['2018', '11', '08']",1541653200.0,60.66999816894531,212.2310028076172,1.1434059143066406,1222.9000244140625,0.008777500130236149,866.7000122070312,14.38599967956543,26191.220703125,6453.72021484375,0.0,0.0
"['2018', '11', '09']",1541739600.0,60.189998626708984,210.07400512695312,1.1368415355682373,1206.4000244140625,0.008793000131845474,852.4000244140625,14.102999687194824,25989.30078125,6385.6201171875,0.0,0.0
"['2018', '11', '11']",1541912400.0,,,,,,857.5,,,6411.27001953125,0.0,0.0
"['2018', '11', '12']",1541998800.0,59.93000030517578,210.41799926757812,1.132502794265747,1201.300048828125,0.008787999860942364,841.7000122070312,13.973999977111816,25387.1796875,6371.27001953125,0.0,0.0
"['2018', '11', '13']",1542085200.0,55.689998626708984,206.8260040283203,1.1233429908752441,1199.199951171875,0.008787499740719795,837.0999755859375,13.95199966430664,25286.490234375,6359.490234375,0.0,0.0
"['2018', '11', '14']",1542171600.0,56.25,181.39700317382812,1.1311193704605103,1207.9000244140625,0.008814499713480473,830.7999877929688,14.055000305175781,25080.5,5738.35009765625,0.0,0.0
"['2018', '11', '15']",1542258000.0,56.459999084472656,180.80599975585938,1.131183385848999,1212.800048828125,0.008804500102996826,842.2999877929688,14.237000465393066,25289.26953125,5648.02978515625,0.0,0.0
"['2018', '11', '16']",1542344400.0,56.459999084472656,175.177001953125,1.1324899196624756,1220.800048828125,0.008863000199198723,843.5999755859375,14.357999801635742,25413.220703125,5575.5498046875,0.0,0.0
"['2018', '11', '18']",1542517200.0,,,,,,848.5,,,5623.5400390625,0.0,0.0
"['2018', '11', '19']",1542603600.0,56.7599983215332,149.1750030517578,1.141396164894104,1223.0999755859375,0.00888499990105629,855.5,14.380999565124512,25017.439453125,4871.490234375,0.0,0.0
"['2018', '11', '20']",1542690000.0,53.43000030517578,130.33900451660156,1.1455016136169434,1219.0,0.008885500021278858,844.9000244140625,14.246999740600586,24465.640625,4451.8701171875,0.0,0.0
"['2018', '11', '21']",1542776400.0,54.630001068115234,136.7010040283203,1.1372424364089966,1225.800048828125,0.008857999928295612,848.0999755859375,14.479999542236328,24464.689453125,4602.169921875,0.0,0.0
"['2018', '11', '22']",1542862800.0,,126.70599365234375,1.1388354301452637,,,,,,4365.93994140625,0.0,0.0
"['2018', '11', '23']",1542949200.0,,123.2959976196289,1.1403158903121948,,,,,24285.94921875,4347.10986328125,0.0,0.0
"['2018', '11', '25']",1543122000.0,,,,,,843.7999877929688,,,4009.969970703125,0.0,0.0
"['2018', '11', '26']",1543208400.0,51.630001068115234,108.33500671386719,1.1337354183197021,1220.199951171875,0.008812000043690205,845.7000122070312,14.182999610900879,24640.240234375,3779.1298828125,0.0,0.0
"['2018', '11', '27']",1543294800.0,51.560001373291016,110.01000213623047,1.1333370208740234,1211.199951171875,0.008800500072538853,833.2000122070312,14.062000274658203,24748.73046875,3820.719970703125,0.0,0.0
"['2018', '11', '28']",1543381200.0,50.290000915527344,122.43799591064453,1.1298797130584717,1221.4000244140625,0.008819499984383583,824.2000122070312,14.303000450134277,25366.4296875,4257.419921875,0.0,0.0
"['2018', '11', '29']",1543467600.0,51.45000076293945,117.54264068603516,1.1368545293807983,1224.0999755859375,0.008825000375509262,819.0999755859375,14.27299976348877,25338.83984375,4278.8466796875,0.0,0.0
"['2018', '11', '30']",1543554000.0,50.93000030517578,113.17142486572266,1.1392766237258911,1220.199951171875,0.008811499923467636,798.0,14.093999862670898,25538.4609375,4017.2685546875,0.0,0.0
"['2018', '12', '02']",1543726800.0,,,,,,807.5999755859375,,,4139.8779296875,0.0,0.0
"['2018', '12', '03']",1543813200.0,52.95000076293945,108.92501068115234,1.1342240571975708,1233.9000244140625,0.008804500102996826,808.9000244140625,14.380999565124512,25826.4296875,3894.130859375,0.0,0.0
"['2018', '12', '04']",1543899600.0,53.25,110.21419525146484,1.135486125946045,1241.0999755859375,0.008871999569237232,802.4000244140625,14.520999908447266,25027.0703125,3956.893798828125,0.0,0.0
"['2018', '12', '05']",1543986000.0,,102.47555541992188,1.1342884302139282,,,,,,3753.994873046875,0.0,0.0
"['2018', '12', '06']",1544072400.0,51.4900016784668,91.76105499267578,1.13490629196167,1238.0999755859375,0.008883499540388584,787.7999877929688,14.390000343322754,24947.669921875,3521.101806640625,0.0,0.0
"['2018', '12', '07']",1544158800.0,52.61000061035156,93.29457092285156,1.1374752521514893,1246.800048828125,0.00888300035148859,788.5999755859375,14.571999549865723,24388.94921875,3419.937255859375,0.0,0.0
"['2018', '12', '09']",1544331600.0,,,,,,795.2999877929688,,,3614.234375,0.0,0.0
"['2018', '12', '10']",1544418000.0,51.0,91.68565368652344,1.1400948762893677,1243.699951171875,0.008837499655783176,780.2999877929688,14.477999687194824,24423.259765625,3502.656005859375,0.0,0.0
"['2018', '12', '11']",1544504400.0,51.650001525878906,88.94530487060547,1.1356538534164429,1241.9000244140625,0.008821999654173851,783.7000122070312,14.49899959564209,24370.240234375,3424.588134765625,0.0,0.0
"['2018', '12', '12']",1544590800.0,51.150001525878906,90.59330749511719,1.1323105096817017,1244.4000244140625,0.008835500106215477,805.2999877929688,14.725000381469727,24527.26953125,3486.9501953125,0.0,0.0
"['2018', '12', '13']",1544677200.0,52.58000183105469,86.53931427001953,1.1373459100723267,1242.699951171875,0.008803999982774258,795.7000122070312,14.729000091552734,24597.380859375,3313.67724609375,0.0,0.0
"['2018', '12', '14']",1544763600.0,51.20000076293945,84.30829620361328,1.1363636255264282,1237.0,0.008828000165522099,783.5,14.512999534606934,24100.509765625,3242.48486328125,0.0,0.0
"['2018', '12', '16']",1544936400.0,,,,,,787.7000122070312,,,3252.839111328125,0.0,0.0
"['2018', '12', '17']",1545022800.0,49.880001068115234,95.13382720947266,1.1305949687957764,1247.4000244140625,0.008853999897837639,794.0999755859375,14.638999938964844,23592.98046875,3545.86474609375,0.0,0.0
"['2018', '12', '18']",1545109200.0,46.2400016784668,101.11245727539062,1.1349835395812988,1249.199951171875,0.008913500234484673,793.0,14.585000038146973,23675.640625,3696.05908203125,0.0,0.0
"['2018', '12', '19']",1545195600.0,47.20000076293945,101.2685775756836,1.1375399827957153,1252.0999755859375,0.008925500325858593,794.5999755859375,14.70199966430664,23323.66015625,3745.95068359375,0.0,0.0
"['2018', '12', '20']",1545282000.0,45.880001068115234,116.21686553955078,1.1389521360397339,1263.5999755859375,0.009019999764859676,794.5999755859375,14.753000259399414,22859.599609375,4134.44140625,0.0,0.0
"['2018', '12', '21']",1545368400.0,45.59000015258789,109.49623107910156,1.1456853151321411,1253.800048828125,0.00900300033390522,794.5999755859375,14.583000183105469,22445.369140625,3896.543701171875,0.0,0.0
"['2018', '12', '23']",1545541200.0,,,,,,791.9000244140625,,,3998.980224609375,0.0,0.0
"['2018', '12', '24']",1545627600.0,,140.23800659179688,1.1372811794281006,,,,,21792.19921875,4078.59912109375,0.0,0.0
"['2018', '12', '25']",1545714000.0,,129.84434509277344,1.140393853187561,,,,,,3815.49072265625,0.0,0.0
"['2018', '12', '26']",1545800400.0,46.220001220703125,131.86563110351562,1.1415525674819946,1269.199951171875,0.008995999582111835,799.5,15.003999710083008,22878.44921875,3857.297607421875,0.0,0.0
"['2018', '12', '27']",1545886800.0,44.61000061035156,116.57591247558594,1.1361312866210938,1277.300048828125,0.009038000367581844,795.5,15.190999984741211,23138.8203125,3654.83349609375,0.0,0.0
"['2018', '12', '28']",1545973200.0,45.33000183105469,137.6470184326172,1.143105387687683,1279.9000244140625,0.009065000340342522,789.5999755859375,15.326000213623047,23062.400390625,3923.918701171875,0.0,0.0
"['2018', '12', '30']",1546146000.0,,,,1281.9000244140625,,796.0,15.4350004196167,,3865.95263671875,0.0,0.0
"['2018', '12', '31']",1546232400.0,45.40999984741211,133.36827087402344,1.1439945697784424,1278.300048828125,0.00912499986588955,795.9000244140625,15.432999610900879,23327.4609375,3742.700439453125,0.0,0.0
"['2019', '01', '01']",1546318800.0,,140.8194122314453,1.1493064165115356,,,,,,3843.52001953125,0.0,0.0
"['2019', '01', '02']",1546405200.0,46.540000915527344,155.04766845703125,1.14617121219635,1281.0,0.009164500050246716,799.0999755859375,15.541999816894531,23346.240234375,3943.409423828125,0.0,0.0
"['2019', '01', '03']",1546491600.0,47.09000015258789,149.135009765625,1.1318106651306152,1291.800048828125,0.009287499822676182,794.5,15.706000328063965,22686.220703125,3836.7412109375,0.0,0.0
"['2019', '01', '04']",1546578000.0,47.959999084472656,154.58193969726562,1.1391078233718872,1282.699951171875,0.00922049954533577,822.0,15.694999694824219,23433.16015625,3857.717529296875,0.0,0.0
"['2019', '01', '06']",1546750800.0,,,,1285.699951171875,,824.7000122070312,15.760000228881836,,4076.632568359375,0.0,0.0
"['2019', '01', '07']",1546837200.0,48.52000045776367,151.69921875,1.1410444974899292,1286.800048828125,0.009212500415742397,818.4000244140625,15.668999671936035,23531.349609375,4025.248291015625,0.0,0.0
"['2019', '01', '08']",1546923600.0,49.779998779296875,150.35963439941406,1.1479737758636475,1283.199951171875,0.009208500385284424,816.5,15.62600040435791,23787.44921875,4030.847900390625,0.0,0.0
"['2019', '01', '09']",1547010000.0,52.36000061035156,150.80311584472656,1.1456066370010376,1289.300048828125,0.009239500388503075,820.0,15.652999877929688,23879.119140625,4035.29638671875,0.0,0.0
"['2019', '01', '10']",1547096400.0,52.59000015258789,128.62518310546875,1.1554949283599854,1284.699951171875,0.009224499575793743,821.2999877929688,15.560999870300293,24001.919921875,3678.924560546875,0.0,0.0
"['2019', '01', '11']",1547182800.0,51.59000015258789,127.54832458496094,1.151012897491455,1287.0999755859375,0.009216999635100365,813.0,15.57699966430664,23995.94921875,3687.365478515625,0.0,0.0
"['2019', '01', '13']",1547355600.0,,,,1288.300048828125,,814.2999877929688,15.635000228881836,,3552.953125,0.0,0.0
"['2019', '01', '14']",1547442000.0,50.5099983215332,129.0687255859375,1.146013617515564,1289.0999755859375,0.009235500358045101,798.7999877929688,15.609000205993652,23909.83984375,3706.05224609375,0.0,0.0
"['2019', '01', '15']",1547528400.0,52.11000061035156,122.03271484375,1.1472889184951782,1286.199951171875,0.009235000237822533,795.5999755859375,15.545999526977539,24065.58984375,3630.67529296875,0.0,0.0
"['2019', '01', '16']",1547614800.0,52.310001373291016,123.54705810546875,1.1416828632354736,1291.5999755859375,0.009205999784171581,803.4000244140625,15.564000129699707,24207.16015625,3655.0068359375,0.0,0.0
"['2019', '01', '17']",1547701200.0,52.06999969482422,123.7419204711914,1.1398088932037354,1291.0,0.009174499660730362,807.7999877929688,15.467000007629395,24370.099609375,3678.56396484375,0.0,0.0
"['2019', '01', '18']",1547787600.0,53.79999923706055,121.01026153564453,1.13926362991333,1281.300048828125,0.00913000013679266,797.7999877929688,15.329999923706055,24706.349609375,3657.83935546875,0.0,0.0
"['2019', '01', '20']",1547960400.0,,,,1282.0999755859375,,801.5999755859375,15.364999771118164,,3601.013671875,0.0,0.0
"['2019', '01', '21']",1548046800.0,,117.15784454345703,1.1365574598312378,,,,,,3576.032470703125,0.0,0.0
"['2019', '01', '22']",1548133200.0,52.56999969482422,118.74755096435547,1.136932134628296,1282.5,0.009170499630272388,786.5,15.258999824523926,24404.48046875,3604.5771484375,0.0,0.0
"['2019', '01', '23']",1548219600.0,52.619998931884766,117.4526138305664,1.1364023685455322,1283.0999755859375,0.009143499657511711,792.2999877929688,15.317000389099121,24575.619140625,3585.123046875,0.0,0.0
"['2019', '01', '24']",1548306000.0,53.130001068115234,117.3628921508789,1.1388224363327026,1279.0999755859375,0.009132999926805496,799.0,15.23799991607666,24553.240234375,3600.865478515625,0.0,0.0
"['2019', '01', '25']",1548392400.0,53.689998626708984,116.37834167480469,1.1313496828079224,1297.4000244140625,0.00913699995726347,813.5,15.638999938964844,24737.19921875,3599.765869140625,0.0,0.0
"['2019', '01', '27']",1548565200.0,,,,1299.5999755859375,,818.7000122070312,15.734999656677246,,3583.9658203125,0.0,0.0
"['2019', '01', '28']",1548651600.0,51.9900016784668,106.58998107910156,1.1413049697875977,1302.4000244140625,0.009159999899566174,809.7000122070312,15.708999633789062,24528.220703125,3470.450439453125,0.0,0.0
"['2019', '01', '29']",1548738000.0,53.310001373291016,105.59821319580078,1.143000841140747,1308.199951171875,0.009165500290691853,809.9000244140625,15.78600025177002,24579.9609375,3448.116943359375,0.0,0.0
"['2019', '01', '30']",1548824400.0,54.22999954223633,108.90753173828125,1.1435366868972778,1309.9000244140625,0.009193499572575092,812.0,15.880000114440918,25014.859375,3486.181640625,0.0,0.0
"['2019', '01', '31']",1548910800.0,53.790000915527344,107.06101989746094,1.1487650871276855,1319.699951171875,0.009195500053465366,820.5,16.02199935913086,24999.669921875,3457.792724609375,0.0,0.0
"['2019', '02', '01']",1548997200.0,55.2599983215332,107.60978698730469,1.1449507474899292,1316.9000244140625,0.009141500107944012,822.5999755859375,15.880000114440918,25063.890625,3487.9453125,0.0,0.0
"['2019', '02', '03']",1549170000.0,,,,1322.0,,825.2000122070312,15.90999984741211,,3464.013427734375,0.0,0.0
"['2019', '02', '04']",1549256400.0,54.560001373291016,107.82160186767578,1.1455278396606445,1314.300048828125,0.009107000194489956,818.7000122070312,15.836999893188477,25239.369140625,3459.154052734375,0.0,0.0
"['2019', '02', '05']",1549342800.0,53.65999984741211,107.44351196289062,1.1436283588409424,1314.199951171875,0.009101499803364277,815.7999877929688,15.789999961853027,25411.51953125,3466.357421875,0.0,0.0
"['2019', '02', '06']",1549429200.0,54.0099983215332,104.9192886352539,1.140992522239685,1309.5,0.009100999683141708,809.7999877929688,15.656000137329102,25390.30078125,3413.767822265625,0.0,0.0
"['2019', '02', '07']",1549515600.0,52.63999938964844,104.53529357910156,1.1365960836410522,1309.4000244140625,0.009109999984502792,793.2999877929688,15.675000190734863,25169.529296875,3399.4716796875,0.0,0.0
"['2019', '02', '08']",1549602000.0,52.720001220703125,119.26775360107422,1.1338768005371094,1313.699951171875,0.009114500135183334,799.2999877929688,15.77299976348877,25106.330078125,3666.7802734375,0.0,0.0
"['2019', '02', '10']",1549774800.0,,,,1317.5999755859375,,802.5,15.819999694824219,,3690.188232421875,0.0,0.0
"['2019', '02', '11']",1549861200.0,52.40999984741211,121.29840087890625,1.1324259042739868,1307.0,0.009062999859452248,782.7000122070312,15.656999588012695,25053.109375,3648.4306640625,0.0,0.0
"['2019', '02', '12']",1549947600.0,53.099998474121094,122.5722885131836,1.1279042959213257,1309.199951171875,0.00905350036919117,785.7000122070312,15.65999984741211,25425.759765625,3653.528564453125,0.0,0.0
"['2019', '02', '13']",1550034000.0,53.900001525878906,122.55359649658203,1.1334655284881592,1310.800048828125,0.009012999944388866,788.0,15.62399959564209,25543.26953125,3632.070556640625,0.0,0.0
"['2019', '02', '14']",1550120400.0,54.40999984741211,121.39019775390625,1.12649405002594,1309.800048828125,0.009052000008523464,785.7000122070312,15.5,25439.390625,3616.880859375,0.0,0.0
"['2019', '02', '15']",1550206800.0,55.59000015258789,122.10039520263672,1.1295350790023804,1318.0999755859375,0.009057000279426575,803.4000244140625,15.722999572753906,25883.25,3620.810791015625,0.0,0.0
"['2019', '02', '17']",1550379600.0,,,,1324.199951171875,,807.0,15.75,,3673.836181640625,0.0,0.0
"['2019', '02', '18']",1550466000.0,,146.09837341308594,1.1298030614852905,,,,,,3915.71435546875,0.0,0.0
"['2019', '02', '19']",1550552400.0,56.09000015258789,145.34619140625,1.131196141242981,1340.0999755859375,0.00905549991875887,817.2999877929688,15.946999549865723,25891.3203125,3947.094482421875,0.0,0.0
"['2019', '02', '20']",1550638800.0,56.91999816894531,149.55435180664062,1.1343011856079102,1343.300048828125,0.009039999917149544,830.5,16.156999588012695,25954.439453125,3999.820556640625,0.0,0.0
"['2019', '02', '21']",1550725200.0,56.959999084472656,146.13084411621094,1.1346358060836792,1323.5,0.009051499888300896,822.5999755859375,15.791000366210938,25850.630859375,3954.1181640625,0.0,0.0
"['2019', '02', '22']",1550811600.0,57.2599983215332,149.0924530029297,1.1343011856079102,1329.199951171875,0.009049000218510628,842.2000122070312,15.907999992370605,26031.810546875,4005.526611328125,0.0,0.0
"['2019', '02', '24']",1550984400.0,,,,1330.199951171875,,847.0999755859375,15.885000228881836,,3810.427490234375,0.0,0.0
"['2019', '02', '25']",1551070800.0,55.47999954223633,139.82286071777344,1.1342240571975708,1325.9000244140625,0.009012499824166298,850.0,15.824999809265137,26091.94921875,3882.6962890625,0.0,0.0
"['2019', '02', '26']",1551157200.0,55.5,138.08969116210938,1.1367511749267578,1325.0999755859375,0.009062999859452248,857.0,15.82699966430664,26057.98046875,3854.35791015625,0.0,0.0
"['2019', '02', '27']",1551243600.0,56.939998626708984,136.12594604492188,1.1393154859542847,1317.699951171875,0.009019000455737114,867.7999877929688,15.67199993133545,25985.16015625,3851.04736328125,0.0,0.0
"['2019', '02', '28']",1551330000.0,57.220001220703125,136.74624633789062,1.1380189657211304,1312.800048828125,0.008987500332295895,873.0,15.538000106811523,25916.0,3854.785400390625,0.0,0.0
"['2019', '03', '01']",1551416400.0,55.79999923706055,136.44361877441406,1.1373459100723267,1296.4000244140625,0.008937999606132507,861.5999755859375,15.168999671936035,26026.3203125,3859.583740234375,0.0,0.0
"['2019', '03', '03']",1551589200.0,,,,1296.300048828125,,864.0,15.255000114440918,,3847.17578125,0.0,0.0
"['2019', '03', '04']",1551675600.0,56.59000015258789,127.77412414550781,1.1375917196273804,1284.800048828125,0.008958499878644943,836.7999877929688,15.017000198364258,25819.650390625,3761.55712890625,0.0,0.0
"['2019', '03', '05']",1551762000.0,56.560001373291016,137.8223876953125,1.1337354183197021,1282.0,0.008945499546825886,835.9000244140625,15.020000457763672,25806.630859375,3896.375,0.0,0.0
"['2019', '03', '06']",1551848400.0,56.220001220703125,138.7893524169922,1.1307101249694824,1284.9000244140625,0.008952000178396702,826.2000122070312,15.003000259399414,25673.4609375,3903.942626953125,0.0,0.0
"['2019', '03', '07']",1551934800.0,56.65999984741211,138.0345001220703,1.1314009428024292,1283.800048828125,0.00897200033068657,815.2999877929688,14.960000038146973,25473.23046875,3911.484375,0.0,0.0
"['2019', '03', '08']",1552021200.0,56.06999969482422,135.1270751953125,1.1198333501815796,1297.0,0.009008499793708324,816.0,15.272000312805176,25450.240234375,3901.131591796875,0.0,0.0
"['2019', '03', '10']",1552194000.0,,,,1297.5999755859375,,818.0999755859375,15.34000015258789,,3951.599853515625,0.0,0.0
"['2019', '03', '11']",1552276800.0,56.790000915527344,133.8340301513672,1.1232421398162842,1288.800048828125,0.008995000272989273,815.2000122070312,15.196999549865723,25650.880859375,3905.227294921875,0.0,0.0
"['2019', '03', '12']",1552363200.0,56.869998931884766,134.44288635253906,1.1259232759475708,1296.300048828125,0.008990500122308731,831.0,15.338000297546387,25554.66015625,3909.15625,0.0,0.0
"['2019', '03', '13']",1552449600.0,58.2599983215332,133.26307678222656,1.1287446022033691,1307.5,0.009009500034153461,840.7999877929688,15.380999565124512,25702.890625,3906.71728515625,0.0,0.0
"['2019', '03', '14']",1552536000.0,58.61000061035156,133.7115936279297,1.133105993270874,1293.4000244140625,0.008950499817728996,825.5999755859375,15.10099983215332,25709.939453125,3924.369140625,0.0,0.0
"['2019', '03', '15']",1552622400.0,58.52000045776367,137.69178771972656,1.1308379173278809,1301.800048828125,0.008969999849796295,830.2999877929688,15.253000259399414,25848.869140625,3960.9111328125,0.0,0.0
"['2019', '03', '17']",1552795200.0,,,,1300.800048828125,,831.0999755859375,15.274999618530273,,4025.22900390625,0.0,0.0
